,vi_family,grad_estimator_type,good_model_id,laplaces_method_use,augmentation_param_M,step_size,num_epochs,time per iter,good_model_names,seed,final_metric,final_metric_std,training_average_lower_bound,sampling_M,step_size_scheme
571,rnvp,IWAEDREG,89,0,1,0.0002538071065989848,30000,0.42545118810335797,Mth,11,-151.79988936579593,0.20564790728462834,-254.9411757473542,10,comprehensive step search
572,rnvp,IWAEDREG,89,0,10,0.0002538071065989848,30000,0.38435564842224124,Mth,11,-151.80515105035465,0.25858495835184486,-189.42732532622438,10,comprehensive step search
573,gaussian,IWAE,91,0,1,0.0002577319587628866,30000,0.3255657520453135,Mh,11,20.48683424627183,0.7838822105751051,-166.99426468258898,10,comprehensive step search
574,gaussian,IWAE,91,0,10,0.0002577319587628866,30000,0.26249963399569193,Mh,11,19.78922638719598,1.3216967590696471,-37.60381242705691,10,comprehensive step search
575,gaussian,IWAE,91,1,1,0.0002577319587628866,30000,0.29402645843029024,Mh,11,20.33832181626674,0.8746796080981646,-63.25639894035177,10,comprehensive step search
576,gaussian,IWAE,91,1,10,0.0002577319587628866,30000,0.26373478602568307,Mh,11,15.481760207711206,3.568741255013229,-34.31223064042821,10,comprehensive step search
577,gaussian,IWAEDREG,91,0,1,0.0002577319587628866,30000,0.12945558996200562,Mh,11,20.63096168466084,0.598655951950051,-166.44872766150021,10,comprehensive step search
578,gaussian,IWAEDREG,91,0,10,0.0002577319587628866,30000,0.1394208923816681,Mh,11,20.762358113799394,0.6986605394281474,-36.17050371061775,10,comprehensive step search
579,gaussian,IWAEDREG,91,1,1,0.0002577319587628866,30000,0.13983130690256754,Mh,11,20.65428529329365,0.687214935812345,-62.76043669181661,10,comprehensive step search
580,gaussian,IWAEDREG,91,1,10,0.0002577319587628866,30000,0.13734801383018494,Mh,11,19.315516090905838,2.649149573878066,-32.63196132765934,10,comprehensive step search
581,rnvp,IWAE,91,0,1,0.0002577319587628866,30000,0.41758946405251823,Mh,11,21.06918643518693,0.5147665673037326,-81.23989499876193,10,comprehensive step search
582,rnvp,IWAE,91,0,10,0.0002577319587628866,30000,0.4034187702417374,Mh,11,20.826241781332577,0.7877717023001305,-12.852376226776968,10,comprehensive step search
583,rnvp,IWAEDREG,91,0,1,0.0002577319587628866,30000,0.3917465616305669,Mh,11,21.143130013356814,0.4250868899087843,-80.67607239743894,10,comprehensive step search
584,rnvp,IWAEDREG,91,0,10,0.0002577319587628866,30000,0.40557076276143394,Mh,11,21.138014129814245,0.4383976306773303,-11.498505840130315,10,comprehensive step search
585,gaussian,IWAE,103,0,1,0.001,30000,0.17832647836208343,normal_multi,11,-73263.35542961927,527.0341188902163,-673869.8256458668,10,comprehensive step search
586,gaussian,IWAE,103,0,10,0.001,30000,0.16989882597923278,normal_multi,11,-26750.285653118593,15411.74313543797,-559599.6349189314,10,comprehensive step search
587,gaussian,IWAE,103,1,1,3.90625e-06,30000,0.17687145113945008,normal_multi,11,-16918.586947123986,0.02094852138394249,-16918.587553565485,10,comprehensive step search
588,gaussian,IWAE,103,1,10,3.90625e-06,30000,0.16886881487369537,normal_multi,11,-16918.58697173813,0.05120796859176162,-16918.58727634478,10,comprehensive step search
589,gaussian,IWAEDREG,103,0,1,0.001,30000,0.17456119507153828,normal_multi,11,-73242.55917238677,554.2869858091148,-673869.7112067989,10,comprehensive step search
590,gaussian,IWAEDREG,103,0,10,0.001,30000,0.16280293980439503,normal_multi,11,-27788.487316564384,18616.274940033512,-559594.6979020687,10,comprehensive step search
591,gaussian,IWAEDREG,103,1,1,1.5625e-05,30000,0.1713008315960566,normal_multi,11,-16918.586122266992,0.004795870001314063,-16918.586620208265,10,comprehensive step search
592,gaussian,IWAEDREG,103,1,10,0.001,30000,0.16357429092725118,normal_multi,11,-16918.586409877473,0.004605298533436798,-16918.58522859817,10,comprehensive step search
593,rnvp,IWAE,103,0,1,0.001,30000,0.3087842142661413,normal_multi,11,-16930.18284072022,3.2887567947454315,-245698.27300633682,10,comprehensive step search
594,rnvp,IWAE,103,0,10,0.001,30000,0.29879608812332153,normal_multi,11,-16933.13931748193,10.914408549150867,-238835.1446638319,10,comprehensive step search
595,rnvp,IWAEDREG,103,0,1,0.001,30000,0.3247361099004745,normal_multi,11,-16918.730260270986,0.5377415370853386,-245704.09773020438,10,comprehensive step search
596,rnvp,IWAEDREG,103,0,10,0.001,30000,0.304437841018041,normal_multi,11,-16920.089985919756,1.5088055832593994,-239595.34548089036,10,comprehensive step search
597,gaussian,IWAE,112,0,1,0.00037735849056603777,30000,0.9108884229103724,gp_predict,11,243.6564747614431,5.692452460139918,-965.5320656956857,10,comprehensive step search
598,gaussian,IWAE,112,0,10,0.00037735849056603777,30000,1.0953777794361115,gp_predict,11,300.78210917456136,1.341159045943468,232.02713734160358,10,comprehensive step search
599,gaussian,IWAE,112,1,1,0.00037735849056603777,30000,1.10614396109581,gp_predict,11,300.95038941640445,0.7871344703274735,263.46041554645933,10,comprehensive step search
600,gaussian,IWAEDREG,112,0,1,0.00037735849056603777,30000,1.1775407981395722,gp_predict,11,251.71768438445824,5.434347299700412,-963.4427454983627,10,comprehensive step search
601,gaussian,IWAEDREG,112,0,10,0.00037735849056603777,30000,0.9785544518391291,gp_predict,11,301.5145437102263,0.9110680050322358,232.90012630375634,10,comprehensive step search
602,gaussian,IWAEDREG,112,1,1,0.00037735849056603777,30000,1.1767359952688217,gp_predict,11,301.07958626419617,0.7040505199379821,263.6247646092241,10,comprehensive step search
603,gaussian,IWAEDREG,112,1,10,0.00037735849056603777,30000,0.9513061768213907,gp_predict,11,301.4711382614282,0.8990507780664065,285.5421547813923,10,comprehensive step search
604,rnvp,IWAE,112,0,1,0.00037735849056603777,30000,1.3029250464439392,gp_predict,11,301.84969740790405,0.6517931414508582,-2628.3439457723402,10,comprehensive step search
605,rnvp,IWAE,112,0,10,0.00037735849056603777,30000,1.2093159651438394,gp_predict,11,300.1498250952121,1.8236088721693529,252.3609266142278,10,comprehensive step search
606,rnvp,IWAEDREG,112,0,1,0.00037735849056603777,30000,1.151369747710228,gp_predict,11,295.9186342018581,1.8509724420477907,-3201.222707063923,10,comprehensive step search
607,rnvp,IWAEDREG,112,0,10,0.00037735849056603777,30000,1.0964596900145214,gp_predict,11,301.73356810191706,0.9809526219503355,253.55905553865514,10,comprehensive step search
608,gaussian,IWAE,118,0,1,0.0030303030303030303,30000,0.04894562520186106,lda,11,-342.7538949437719,0.9818316116325481,-393.1617689146651,10,comprehensive step search
609,gaussian,IWAE,118,0,10,0.0030303030303030303,30000,0.04161073168913523,lda,11,-342.40979070013606,1.1335765211604156,-375.6237194321385,10,comprehensive step search
610,gaussian,IWAE,118,1,1,0.0030303030303030303,30000,0.04879750706354777,lda,11,-342.7399642915187,0.9535479287024158,-346.4729758226656,10,comprehensive step search
611,gaussian,IWAE,118,1,10,0.0030303030303030303,30000,0.04113395446141561,lda,11,-342.36268511301347,1.1847281385753348,-343.42408145749755,10,comprehensive step search
612,gaussian,IWAEDREG,118,0,1,0.0030303030303030303,30000,0.04790481304327647,lda,11,-342.77803358442674,0.9798390215627844,-392.52762876754446,10,comprehensive step search
613,gaussian,IWAEDREG,118,0,10,0.0030303030303030303,30000,0.04128187480767568,lda,11,-342.30743888463206,1.120451396746333,-375.43391745188694,10,comprehensive step search
614,gaussian,IWAEDREG,118,1,1,0.0030303030303030303,30000,0.047806213363011676,lda,11,-342.7557299273149,1.0081421113237705,-346.41079106528986,10,comprehensive step search
615,gaussian,IWAEDREG,118,1,10,0.0030303030303030303,30000,0.04111193372408549,lda,11,-342.34199646963737,1.0631008033726586,-343.2338051476025,10,comprehensive step search
616,rnvp,IWAE,118,0,10,4.734848484848485e-05,30000,0.15663893631299336,lda,11,-342.2148244387286,1.019080928155176,-382.89390010465837,10,comprehensive step search
617,rnvp,IWAEDREG,118,0,10,4.734848484848485e-05,30000,0.20075647581418354,lda,11,-342.1034034427103,0.9094844641066502,-382.2355043756713,10,comprehensive step search
618,gaussian,IWAE,124,0,1,0.00019960079840319363,30000,1.1529478922526042,irt,11,-15424.981272663985,1.294678856053633,-24591.128594263166,10,comprehensive step search
619,gaussian,IWAE,124,0,10,0.00019960079840319363,30000,1.0918451640526454,irt,11,-15437.776651213262,10.474460526701225,-21618.549626335,10,comprehensive step search
620,gaussian,IWAE,124,1,1,1.2475049900199602e-05,30000,1.106567018620173,irt,11,-15423.869671060047,0.35547155140771286,-15424.852050043377,10,comprehensive step search
621,gaussian,IWAE,124,1,10,3.1187624750499004e-06,30000,0.9247773246844609,irt,11,-15423.909162911705,0.5183023819902349,-15424.020819379286,10,comprehensive step search
622,gaussian,IWAEDREG,124,0,1,0.00019960079840319363,30000,0.9205931528409322,irt,11,-15423.821676294903,0.349566144051155,-24589.50766311675,10,comprehensive step search
623,gaussian,IWAEDREG,124,0,10,0.00019960079840319363,30000,0.9186873858690262,irt,11,-15424.251661724818,0.9797356324163987,-21610.203635077632,10,comprehensive step search
624,gaussian,IWAEDREG,124,1,1,4.990019960079841e-05,30000,0.9915635154485702,irt,11,-15423.832010445118,0.2678303034352725,-15424.575978465024,10,comprehensive step search
625,gaussian,IWAEDREG,124,1,10,4.990019960079841e-05,30000,0.9760931507825852,irt,11,-15423.847142920655,0.29462192747298427,-15423.907662559446,10,comprehensive step search
626,rnvp,IWAE,124,0,1,0.00019960079840319363,30000,1.0350071446021398,irt,11,-15424.165389107486,0.7473077521893191,-20330.530580942825,10,comprehensive step search
627,rnvp,IWAE,124,0,10,0.00019960079840319363,30000,1.1033109097719191,irt,11,-15424.92660634943,1.2966008779347922,-18954.09945143635,10,comprehensive step search
628,rnvp,IWAEDREG,124,0,1,0.00019960079840319363,30000,1.1201266042311986,irt,11,-15423.882091199608,0.4154230357722956,-20329.457761218015,10,comprehensive step search
629,rnvp,IWAEDREG,124,0,10,0.00019960079840319363,30000,1.0005686438481014,irt,11,-15423.888057303462,0.419910093692046,-18949.790979887963,10,comprehensive step search
630,gaussian,IWAE,125,0,1,0.00019880715705765408,30000,1.0715821261326473,irt_multilevel,11,-14609.135646993336,1.3260718453346274,-25342.32083690459,10,comprehensive step search
631,gaussian,IWAE,125,0,10,0.00019880715705765408,30000,1.3115277231852214,irt_multilevel,11,-14622.511933065258,11.568084032963723,-21570.36677417006,10,comprehensive step search
632,gaussian,IWAE,125,1,1,4.970178926441352e-05,30000,1.3378881886641185,irt_multilevel,11,-14608.155481861944,0.5910476990285979,-14614.979886965799,10,comprehensive step search
633,gaussian,IWAE,125,1,10,4.970178926441352e-05,30000,1.0575895571231841,irt_multilevel,11,-14609.209678678339,1.4052569330095623,-14611.090822854307,10,comprehensive step search
634,gaussian,IWAEDREG,125,0,1,0.00019880715705765408,30000,0.8912709253152211,irt_multilevel,11,-14608.031131090751,0.32787814318585934,-25340.89875860434,10,comprehensive step search
635,gaussian,IWAEDREG,125,0,10,0.00019880715705765408,30000,0.9028039931058883,irt_multilevel,11,-14611.785035084404,7.567364690425312,-21563.811923775153,10,comprehensive step search
636,gaussian,IWAEDREG,125,1,1,0.00019880715705765408,30000,0.8995171438217163,irt_multilevel,11,-14608.037410086426,0.3410962823190259,-14613.290747198727,10,comprehensive step search
637,gaussian,IWAEDREG,125,1,10,0.00019880715705765408,30000,0.9163660147746404,irt_multilevel,11,-14607.989169197577,0.2515215498195722,-14610.049719516546,10,comprehensive step search
638,rnvp,IWAE,125,0,1,0.00019880715705765408,30000,1.024205519660314,irt_multilevel,11,-14608.190130418532,0.6429984288435501,-20586.789695834803,10,comprehensive step search
639,rnvp,IWAE,125,0,10,0.00019880715705765408,30000,1.0147906273682912,irt_multilevel,11,-14609.287170958116,1.414313596132207,-18540.378713465056,10,comprehensive step search
640,rnvp,IWAEDREG,125,0,1,0.00019880715705765408,30000,0.9317890747865041,irt_multilevel,11,-14608.03976121028,0.3400546287083732,-20585.600510857195,10,comprehensive step search
641,rnvp,IWAEDREG,125,0,10,0.00019880715705765408,30000,1.0969569172620772,irt_multilevel,11,-14608.096978529851,0.46460743486465694,-18535.163681233942,10,comprehensive step search
642,gaussian,IWAE,128,0,1,0.003125,30000,0.09816474731763204,multi_logit,11,-553.4951946739554,0.36724582825824886,-1627.8246805765646,10,comprehensive step search
643,gaussian,IWAE,128,0,10,0.003125,30000,0.09195085968971252,multi_logit,11,-554.1409426453952,1.0983146516591662,-1131.1923006542702,10,comprehensive step search
644,gaussian,IWAE,128,1,1,0.0001953125,30000,0.09811075897216796,multi_logit,11,-553.4500640719881,0.2106794375052061,-553.8140388306264,10,comprehensive step search
645,gaussian,IWAE,128,1,10,1.220703125e-05,30000,0.0909587234656016,multi_logit,11,-553.5210051115342,0.34608033082218387,-553.5802084530264,10,comprehensive step search
646,gaussian,IWAEDREG,128,0,1,0.003125,30000,0.09826594952742258,multi_logit,11,-553.4531234807126,0.19027049104650687,-1627.641729346998,10,comprehensive step search
647,gaussian,IWAEDREG,128,0,10,0.003125,30000,0.09162778835296631,multi_logit,11,-553.4321576566615,0.23312973593567324,-1130.4927985039349,10,comprehensive step search
648,gaussian,IWAEDREG,128,1,1,0.003125,30000,0.09774565856456757,multi_logit,11,-553.446689866408,0.22324621411373555,-553.7039269365364,10,comprehensive step search
649,gaussian,IWAEDREG,128,1,10,0.00078125,30000,0.09172677184740702,multi_logit,11,-553.4295375117553,0.19748313407961257,-553.5030839867081,10,comprehensive step search
650,rnvp,IWAE,128,0,1,0.003125,30000,0.22606537282466888,multi_logit,11,-553.6643781319912,0.6250975812803587,-1077.794519719916,10,comprehensive step search
651,rnvp,IWAE,128,0,10,0.003125,30000,0.2137601807673772,multi_logit,11,-555.2917504162109,1.493790588736089,-844.4145444378597,10,comprehensive step search
652,rnvp,IWAEDREG,128,0,1,0.003125,30000,0.22350137135982515,multi_logit,11,-553.4846162602007,0.35169105136989987,-1077.2333258570127,10,comprehensive step search
653,rnvp,IWAEDREG,128,0,10,0.003125,30000,0.22014424498081206,multi_logit,11,-556.2805973356794,1.8464399848719666,-843.7206485259006,10,comprehensive step search
654,gaussian,IWAE,131,0,1,0.00045871559633027525,30000,0.08942322756449382,hepatitis,11,-53.54094990856806,0.8134847872909244,-6962.787006807022,10,comprehensive step search
655,gaussian,IWAE,131,0,10,0.00045871559633027525,30000,0.07869883136749267,hepatitis,11,-69.23569315488959,23.091276624087367,-1264.541598484647,10,comprehensive step search
656,gaussian,IWAE,131,1,1,2.8669724770642203e-05,30000,0.09306765023072561,hepatitis,11,-156.41001150075405,2.6242821212726253,-216.75947923751593,10,comprehensive step search
657,gaussian,IWAE,131,1,10,7.167431192660551e-06,30000,0.07594769858519236,hepatitis,11,-169.53144264152442,10.95179502909399,-203.44666282948845,10,comprehensive step search
658,gaussian,IWAEDREG,131,0,1,0.00045871559633027525,30000,0.05040242264270783,hepatitis,11,-53.12126935839073,0.6787942419558711,-6962.337724405576,10,comprehensive step search
659,gaussian,IWAEDREG,131,0,10,0.00045871559633027525,30000,0.045535041395823164,hepatitis,11,-55.931206859682526,5.463371812950457,-1259.4165118066005,10,comprehensive step search
660,gaussian,IWAEDREG,131,1,1,2.8669724770642203e-05,30000,0.05153427123228709,hepatitis,11,-154.58239294397453,2.4828422261360674,-213.4446345069684,10,comprehensive step search
661,gaussian,IWAEDREG,131,1,10,7.167431192660551e-06,30000,0.04581834530830383,hepatitis,11,-168.6358979926838,11.247570058777185,-201.63986111110606,10,comprehensive step search
662,rnvp,IWAE,131,0,1,0.00045871559633027525,30000,0.24713351837793987,hepatitis,11,-51.31638219828914,0.6984761353767663,-3296.2364140907043,10,comprehensive step search
663,rnvp,IWAE,131,0,10,0.00045871559633027525,30000,0.2364855947494507,hepatitis,11,-52.270483707102905,1.328902661376308,-639.4854848486474,10,comprehensive step search
664,rnvp,IWAEDREG,131,0,1,0.00045871559633027525,30000,0.2719661871989568,hepatitis,11,-50.83145456670163,0.3756786364887601,-3295.372504230093,10,comprehensive step search
665,rnvp,IWAEDREG,131,0,10,0.00045871559633027525,30000,0.2652002824783325,hepatitis,11,-50.87120494013055,0.5000094771172169,-635.8720631072133,10,comprehensive step search
666,gaussian,IWAE,136,0,1,0.0005434782608695652,30000,0.06300674088001251,endo3,11,-121.19461549898507,2.7569381151329013,-284.2933822836657,10,comprehensive step search
667,gaussian,IWAE,136,0,10,0.0005434782608695652,30000,0.05562241710821787,endo3,11,-120.97459956591344,3.1739860316835338,-212.02881282415137,10,comprehensive step search
668,gaussian,IWAE,136,1,1,0.0005434782608695652,30000,0.06297121981779734,endo3,11,-121.33654208515316,2.6454157681562367,-140.46215331872543,10,comprehensive step search
669,gaussian,IWAE,136,1,10,0.0005434782608695652,30000,0.05440642840862274,endo3,11,-121.09910992073023,3.120236881656759,-129.3920560193674,10,comprehensive step search
670,gaussian,IWAEDREG,136,0,1,0.0005434782608695652,30000,0.04457932288646698,endo3,11,-121.27498845272578,2.619962548792228,-284.0417856623661,10,comprehensive step search
671,gaussian,IWAEDREG,136,0,10,0.0005434782608695652,30000,0.03744322969913483,endo3,11,-120.72985583030052,3.062058665799996,-209.28356498518013,10,comprehensive step search
672,gaussian,IWAEDREG,136,1,1,0.0005434782608695652,30000,0.044273457352320356,endo3,11,-121.37106656592191,2.5937468306159115,-140.31116765730124,10,comprehensive step search
673,gaussian,IWAEDREG,136,1,10,0.0005434782608695652,30000,0.0371928740978241,endo3,11,-120.67676688720624,2.994077494497957,-128.62430768763687,10,comprehensive step search
674,rnvp,IWAE,136,0,1,0.0005434782608695652,30000,0.2508759404261907,endo3,11,-119.9957595629708,2.396068674813469,-207.53245608156894,10,comprehensive step search
675,rnvp,IWAE,136,0,10,0.0005434782608695652,30000,0.24028720867633818,endo3,11,-120.33195629480615,3.0079578403610214,-169.18135914009787,10,comprehensive step search
676,rnvp,IWAEDREG,136,0,1,0.0005434782608695652,30000,0.25615308817227683,endo3,11,-119.06369346432344,2.3996422170399985,-207.25861870434346,10,comprehensive step search
677,rnvp,IWAEDREG,136,0,10,0.0005434782608695652,30000,0.24147697479724883,endo3,11,-120.02718266250363,2.827612316120153,-168.49120363827402,10,comprehensive step search
678,gaussian,IWAEDREG,151,0,1,9.940357852882704e-05,30000,0.6002443110545477,lsat,11,-1557.7990931281029,0.7609489039027123,-3814.4717495004343,10,comprehensive step search
679,gaussian,IWAEDREG,151,0,10,9.940357852882704e-05,30000,0.6793591740687688,lsat,11,-1560.4724979039727,5.532251375613724,-2243.233146889366,10,comprehensive step search
680,gaussian,IWAEDREG,151,1,1,2.485089463220676e-05,30000,0.6813035552978516,lsat,11,-4056.491886580839,10.157094339186527,-24743.420845344768,10,comprehensive step search
681,gaussian,IWAEDREG,151,1,10,2.485089463220676e-05,30000,0.6082416563590367,lsat,11,-3602.4668276774623,567.6378175018484,-11642.304369184969,10,comprehensive step search
682,rnvp,IWAE,151,0,1,9.940357852882704e-05,30000,1.1155272446870803,lsat,11,-1557.4331162799233,0.516132997779438,-2978.1501776801233,10,comprehensive step search
683,rnvp,IWAE,151,0,10,9.940357852882704e-05,30000,1.3122720012585323,lsat,11,-1557.732369655043,0.8416476172143758,-1961.9153072065678,10,comprehensive step search
684,rnvp,IWAEDREG,151,0,1,9.940357852882704e-05,30000,0.8995020598173141,lsat,11,-1557.370979887579,0.3890216852581532,-2976.8541476328237,10,comprehensive step search
685,rnvp,IWAEDREG,151,0,10,9.940357852882704e-05,30000,1.3381942102909088,lsat,11,-1557.3723800584987,0.42642228892700346,-1957.1067451766332,10,comprehensive step search
686,gaussian,IWAE,155,0,1,0.0004098360655737705,30000,0.11085459990501403,oxford,11,-4331.439402073462,1.0306848467172691,-33269.74287209094,10,comprehensive step search
687,gaussian,IWAE,155,0,10,0.0004098360655737705,30000,0.10129059931437175,oxford,11,-4345.045334276509,22.527474256624956,-11514.249601197653,10,comprehensive step search
688,gaussian,IWAE,155,1,1,1.600922131147541e-06,30000,0.10883370362917583,oxford,11,-117270.85341523522,2558515.920888127,-1.1331586571723496e+38,10,comprehensive step search
689,gaussian,IWAE,155,1,10,1.600922131147541e-06,30000,0.0933498378276825,oxford,11,-199325.45715755178,4453172.745716401,-44946.20729752905,10,comprehensive step search
690,gaussian,IWAEDREG,155,0,1,0.0004098360655737705,30000,0.0651343485514323,oxford,11,-4331.202233922241,0.8339254877402162,-33269.1239410152,10,comprehensive step search
691,gaussian,IWAEDREG,155,0,10,0.0004098360655737705,30000,0.05984332832495372,oxford,11,-4344.8533778878955,24.030929680195197,-11522.895597075143,10,comprehensive step search
692,gaussian,IWAEDREG,155,1,1,1.600922131147541e-06,30000,0.0617633597612381,oxford,11,-109018.35712538198,2086874.1492667638,-1.1331586571723496e+38,10,comprehensive step search
693,gaussian,IWAEDREG,155,1,10,1.600922131147541e-06,30000,0.05426469688415527,oxford,11,-490347.0483611337,14183725.717342105,-44946.094432290134,10,comprehensive step search
694,rnvp,IWAE,155,0,1,0.0004098360655737705,30000,0.2827530791203181,oxford,11,-4331.249454406958,0.8623709306194488,-19212.38257356792,10,comprehensive step search
695,rnvp,IWAE,155,0,10,0.0004098360655737705,30000,0.271055846063296,oxford,11,-4332.132263541678,1.339219384542087,-8273.471321980614,10,comprehensive step search
696,rnvp,IWAEDREG,155,0,1,0.0004098360655737705,30000,0.30528670138518016,oxford,11,-4330.965171524475,0.6241015644842899,-19211.836208695287,10,comprehensive step search
697,rnvp,IWAEDREG,155,0,10,0.0004098360655737705,30000,0.2873947311957677,oxford,11,-4331.012838738703,0.7427239080879073,-8272.41222958777,10,comprehensive step search
2094,gaussian,IWAE,2,0,1,0.03333333333333333,30000,0.021471698768933616,test_simplex,77,-4.44744011595553,0.4379984572866582,-4.92017759978983,1,comprehensive step search
2095,gaussian,IWAE,2,0,10,0.03333333333333333,30000,0.013435660139719646,test_simplex,77,-4.605044603619604,0.9884490328763603,-4.5806726883659765,1,comprehensive step search
2096,gaussian,IWAE,2,0,1,0.03333333333333333,30000,0.018847953232129414,test_simplex,12,-4.443627074046102,0.38443606802790975,-4.939281137660693,1,comprehensive step search
2097,gaussian,IWAE,2,0,10,0.03333333333333333,30000,0.012694960713386536,test_simplex,12,-4.611326433199045,0.9468261429389694,-4.586026199073403,1,comprehensive step search
2098,gaussian,IWAE,2,1,1,0.03333333333333333,30000,0.02078837374051412,test_simplex,77,-4.449534464153386,0.42806980455080335,-4.469756752874108,1,comprehensive step search
2099,gaussian,IWAE,2,1,10,0.03333333333333333,30000,0.012231946269671123,test_simplex,77,-4.6105314213255895,1.03020360821338,-4.370777598184485,1,comprehensive step search
2100,gaussian,IWAE,2,1,1,0.03333333333333333,30000,0.021089513762791952,test_simplex,12,-4.4443665567256225,0.3782081380280891,-4.489069120161751,1,comprehensive step search
2101,gaussian,IWAE,2,1,10,0.03333333333333333,30000,0.01296597040494283,test_simplex,12,-4.622787525335347,0.9490074820234509,-4.402696886942983,1,comprehensive step search
2102,gaussian,IWAEDREG,2,0,1,0.03333333333333333,30000,0.02588845763206482,test_simplex,77,-4.442875636785313,0.39459847694652794,-4.916650436128959,1,comprehensive step search
2103,gaussian,IWAEDREG,2,0,10,0.03333333333333333,30000,0.009215723991394044,test_simplex,77,-4.574417466932832,0.9387291577436457,-4.588890005187391,1,comprehensive step search
2104,gaussian,IWAEDREG,2,0,1,0.03333333333333333,30000,0.01361815954844157,test_simplex,12,-4.4497358553119675,0.3940139301194705,-4.9373695928393,1,comprehensive step search
2105,gaussian,IWAEDREG,2,0,10,0.03333333333333333,30000,0.008637713686625163,test_simplex,12,-4.578787480862228,0.9294356116578142,-4.585086143124662,1,comprehensive step search
2106,gaussian,IWAEDREG,2,1,1,0.03333333333333333,30000,0.012914165472984313,test_simplex,77,-4.446464912385248,0.4103699226821575,-4.461673388018262,1,comprehensive step search
2107,gaussian,IWAEDREG,2,1,10,0.03333333333333333,30000,0.009608482122421264,test_simplex,77,-4.588354879689518,0.9636997719518509,-4.364816109357361,1,comprehensive step search
2108,gaussian,IWAEDREG,2,1,1,0.03333333333333333,30000,0.01406683312257131,test_simplex,12,-4.442565900527011,0.3963265350097631,-4.483669919572486,1,comprehensive step search
2109,gaussian,IWAEDREG,2,1,10,0.03333333333333333,30000,0.009545073620478312,test_simplex,12,-4.578856594264402,0.950370638917306,-4.392707641562942,1,comprehensive step search
2110,gaussian,IWAE,3,0,1,0.002564102564102564,30000,0.09615261300404866,naive_bayes,77,-3615.463954616304,0.8571150275614708,-4450.6254855884945,1,comprehensive step search
2111,gaussian,IWAE,3,0,10,0.002564102564102564,30000,0.08886257860660553,naive_bayes,77,-3616.779880626882,2.2276981510037315,-4057.8514948005495,1,comprehensive step search
2112,gaussian,IWAE,3,0,1,0.002564102564102564,30000,0.09665630905628204,naive_bayes,12,-3615.466005250716,0.9065127651978793,-4452.7988983988,1,comprehensive step search
2113,gaussian,IWAE,3,0,10,0.002564102564102564,30000,0.09014069918791454,naive_bayes,12,-3616.6994416821035,2.1733811284215268,-4072.1616773857013,1,comprehensive step search
2114,gaussian,IWAE,3,1,1,0.000641025641025641,30000,0.09552079788049062,naive_bayes,77,-3615.3076327661665,0.6978488286508857,-3615.421209336139,1,comprehensive step search
2115,gaussian,IWAE,3,1,10,4.0064102564102564e-05,30000,0.0881057120958964,naive_bayes,77,-3615.4408924483964,1.3201577672188987,-3615.155661939584,1,comprehensive step search
2116,gaussian,IWAE,3,1,1,0.000641025641025641,30000,0.09481955482165019,naive_bayes,12,-3615.321426478094,0.6844043502241776,-3615.3794848239713,1,comprehensive step search
2117,gaussian,IWAE,3,1,10,0.00016025641025641026,30000,0.08756000435352325,naive_bayes,12,-3615.4674420983188,1.1979655430123066,-3615.135926933159,1,comprehensive step search
2118,gaussian,IWAEDREG,3,0,1,0.002564102564102564,30000,0.07161701788902283,naive_bayes,77,-3615.2852928667053,0.6344138833901392,-4450.495536662287,1,comprehensive step search
2119,gaussian,IWAEDREG,3,0,10,0.002564102564102564,30000,0.06668800857861837,naive_bayes,77,-3615.437234806679,1.1654450076035199,-4057.113539441469,1,comprehensive step search
2120,gaussian,IWAEDREG,3,0,1,0.002564102564102564,30000,0.0762177769502004,naive_bayes,12,-3615.2737090805426,0.640735636921924,-4452.681114950909,1,comprehensive step search
2121,gaussian,IWAEDREG,3,0,10,0.002564102564102564,30000,0.07036121689478557,naive_bayes,12,-3615.452553986532,1.3037743381902773,-4071.493434749524,1,comprehensive step search
2122,gaussian,IWAEDREG,3,1,1,0.002564102564102564,30000,0.0862760816971461,naive_bayes,77,-3615.2834519364505,0.6486301469701071,-3615.3539131815337,1,comprehensive step search
2123,gaussian,IWAEDREG,3,1,10,0.000641025641025641,30000,0.07931069288253784,naive_bayes,77,-3615.3897726160944,1.1086639074090232,-3615.1367934614314,1,comprehensive step search
2124,gaussian,IWAEDREG,3,1,1,0.002564102564102564,30000,0.08552724425792695,naive_bayes,12,-3615.2817943825066,0.6613568980697824,-3615.3193259071545,1,comprehensive step search
2125,gaussian,IWAEDREG,3,1,10,0.002564102564102564,30000,0.07952780723571777,naive_bayes,12,-3615.4306037402234,1.1702786473844642,-3615.112421320522,1,comprehensive step search
2126,rnvp,IWAE,3,0,1,0.002564102564102564,30000,0.21470747280915578,naive_bayes,77,-3615.3346222914442,0.7131796012890245,-3994.503429588445,1,comprehensive step search
2127,rnvp,IWAE,3,0,10,0.000641025641025641,30000,0.20526096500555674,naive_bayes,77,-3616.0040832124605,1.621862450616859,-3953.2634118108485,1,comprehensive step search
2128,rnvp,IWAE,3,0,1,0.002564102564102564,30000,0.2179191612402598,naive_bayes,12,-3615.2490619829855,0.5820038311924507,-3996.198669940955,1,comprehensive step search
2129,rnvp,IWAE,3,0,10,0.000641025641025641,30000,0.20791654915014904,naive_bayes,12,-3615.7940171633436,1.5439735964104706,-3945.27804955043,1,comprehensive step search
